Date,Title,Location,Time,Description,Category,Audience
"Wednesday July 15, 2026",Content College: Social Media,WEST LAS VEGAS LIBRARY,5:00pm - 7:00pm,"An active event where you'll learn to plan, script and BE IN short for videos for social!","Arts, Crafts & Hobbies • Entertainment & Theater","Teens, Adults"
"Wednesday July 15, 2026",Fiber Arts Lounge,SUNRISE LIBRARY,5:00pm - 6:00pm,"Calling all knitters, crocheters, and makers! Join us for a relaxed meet up for fiber arts enthusiasts. Bring your own project, meet like- minded folks, and find inspiration!","Arts, Crafts & Hobbies","Teens, Adults Page 94 of 193 --footer-line"
"Wednesday July 15, 2026",Book Sale,BLUE DIAMOND LIBRARY,5:00pm - 7:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Wednesday July 15, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,5:00pm - 6:00pm,Do you love slime? Come by the library learn about this simple recipe to make the perfect slime.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Wednesday July 15, 2026",Take and Make,BLUE DIAMOND LIBRARY,5:00pm - 7:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Wednesday July 15, 2026",3D Printing Training,CLARK COUNTY LIBRARY,5:30pm - 7:00pm,"Learn the basics of a 3D printer; how to set it up for printing, what software is used to print, & how to safely operate a 3D printer.","Arts, Crafts & Hobbies • Computers & Technology • STEAM","Tweens, Teens, Adults"
"Wednesday July 15, 2026",Low Beginner English (ESL) Class,SPRING VALLEY LIBRARY,5:30pm - 7:30pm,Come learn and practice your English skills at a Low Beginner level. Students must register before attending.,Education & Literacy,Adults
"Wednesday July 15, 2026",Short Tall Tales,ENTERPRISE LIBRARY,6:00pm - 7:00pm,"Folktales and legends; true or false, they are often thought to be a tale so tall, the natural eye can't see where they begin or end.","Books, Poetry & Writing • Lectures & Conversations","Seniors, Adults"
"Wednesday July 15, 2026",The Poetry Hub,WEST CHARLESTON LIBRARY,6:00pm - 7:30pm,"Hosted by Poetry Promise, this fun and interactive Poetry Hub is a place for self- expression, where you can share your experiences through writing and poetry in a fun, encouraging environment.","Books, Poetry & Writing","Seniors, Adults REGISTERED EVENT"
"Wednesday July 15, 2026",Solo Recording Basics,EAST LAS VEGAS LIBRARY,7:00pm - 7:45pm,Want to use our whisper booth to record your music? During this free class you will be taught the basics of recording yourself on our equipment. This is a required class for recording reservations.,"Arts, Crafts & Hobbies • Business, Career, & Finance • Computers & Technology ...",Adults
"Thursday July 16, 2026",Scavenger Hunt,RAINBOW LIBRARY,10:00am - 7:45pm,How good are you at finding things? Come to the kids' area in Rainbow Library at any time of the day to have fun testing your observation skills with our popular scavenger hunt!,Games,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Pre-K Packet to Go,SPRING VALLEY LIBRARY,10:00am - 8:00pm,Come in and pick up a pre-k packet for your little one to work on at home. While supplies last.,"Arts, Crafts & Hobbies",Preschoolers Page 95 of 193 --footer-line
"Thursday July 16, 2026",Scavenger Hunt,ENTERPRISE LIBRARY,10:00am - 8:00pm,Join us at Enterprise Library for our Looking for a Legend Scavenger Hunt! An exciting adventure designed to spark kids' love for books! For youth ages 3 to 17 years old.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 16, 2026",Baby Storytime,CENTENNIAL HILLS LIBRARY,10:30am - 11:00am,"This storytime is for all children ages 0-18 months & their parents. Families will enjoy books, songs, rhymes, & movement activities while building language & literacy skills. Space is limited.",Storytime,Babies
"Thursday July 16, 2026",Five & Under Storytime,WINDMILL LIBRARY,10:30am - 11:00am,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Baby Storytime,SAHARA WEST LIBRARY,10:30am - 11:15am,"Babies enjoy songs, nursery rhymes, and finger plays with their favorite adult!",Education & Literacy • Storytime,"Kids, Babies I Heart Whitney Fresh Start Mobile"
"Thursday July 16, 2026",Shower,WHITNEY LIBRARY,10:30am - 1:30pm,"Private shower stalls for unhoused individuals wanting time to refresh themselves. The ""Fresh Start Wash and Wellness"" trailer's shower stalls include a toilet, sink, and a shower.",Community Events,"Seniors, Adults"
"Thursday July 16, 2026",Five and Under Storytime,SUNRISE LIBRARY,10:30am - 11:00am,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills. This program is for all children under the age of 5 and their caregivers.",Education & Literacy • Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 16, 2026",Toddler Storytime,WEST CHARLESTON LIBRARY,10:30am - 11:00am,"Children ages 18-36 months and parents will have fun as we share songs, rhymes, and stories.",Storytime,Toddlers REGISTERED EVENT Yoga at the Library - Adult Chair
"Thursday July 16, 2026",Yoga,RAINBOW LIBRARY,10:45am - 11:45am,Join us for this free yoga class in partnership with Yoga for Life Las Vegas.,Health & Wellness,"Teens, Seniors, Adults Three Square Senior Community"
"Thursday July 16, 2026",Lunch & Social Hour,EAST LAS VEGAS LIBRARY,11:00am - 1:00pm,"Join us for lunch and fun activities for seniors 60 and over. Meals are on a first come, first served basis, while supplies last.",Community Events • Health & Wellness,Seniors
"Thursday July 16, 2026",American Red Cross,LAUGHLIN LIBRARY,11:00am - 4:00pm,Blood Drive,Health & Wellness,"Seniors, Adults"
"Thursday July 16, 2026",Sunrise Book Club,SUNRISE LIBRARY,11:00am - 12:00pm,Enjoy lively discussions about selected books! New guests are always welcome. Click to see the books we're reading soon.,"Books, Poetry & Writing • Lectures & Conversations","Seniors, Adults Page 96 of 193 --footer-line"
"Thursday July 16, 2026",Toddler Time,ENTERPRISE LIBRARY,11:00am - 11:30am,"Enjoy Toddler Time, brought directly to you by our expert children's staff as they read beloved books, sing songs, and share early literacy tips. Ages 18 - 36 months.",Storytime,Toddlers
"Thursday July 16, 2026",Sing & Sway Thursday!,RAINBOW LIBRARY,11:00am - 11:30am,"Have fun learning through music and dancing! Kids will use colorful scarves and shaker eggs, participate in a sing-along, and enjoy an interactive book reading in this energetic and engaging program.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Toddler Storytime,EAST LAS VEGAS LIBRARY,11:00am - 11:30am,"Children ages 18 to 36 months and parents will participate as we share songs, rhymes, and stories.",Storytime,Toddlers
"Thursday July 16, 2026",Meet Up and Eat Up,SUNRISE LIBRARY,11:00am - 1:00pm,Join Sunrise Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies REGISTERED EVENT"
"Thursday July 16, 2026",Virtual Author Talk Series,VIRTUAL PROGRAM,11:00am - 12:00pm,"In her ambitious new memoir, Migrant Heart, beloved bestselling author Reyna Grande illuminates the hidden cost of the American Dream and the complex journey of healing that follows survival.",Lectures & Conversations,"Seniors, Adults"
"Thursday July 16, 2026",Book Sale,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Thursday July 16, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,Do you love slime? Come by the library learn about this simple recipe to make the perfect slime.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Thursday July 16, 2026",Clay Play Day,BUNKERVILLE LIBRARY,11:00am - 3:00pm,Visit us on Thursday's this summer model magic clay day. What color will you make your clay? What will you shape and design with your clay? Let your imagination play!,"Arts, Crafts & Hobbies","Tweens, Teens, Preschoolers, Kids"
"Thursday July 16, 2026",Take and Make,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults Page 97 of 193 --footer-line"
"Thursday July 16, 2026",Social Workers @ Your Library,ENTERPRISE LIBRARY,11:00am - 1:00pm,Talk to a social worker about housing and other support network on the 3rd Thursday of every month - No Appointment Necessary!  All in need welcome.,"Business, Career, & Finance • Education & Literacy • Health & Wellness","Seniors, Adults"
"Thursday July 16, 2026",Bilingual Storytime,WEST CHARLESTON LIBRARY,11:15am - 11:45am,Children ages 0-5 and their caregivers can join us for a special storytime in English and Spanish. We will share stories and songs together. Speaking Spanish is not necessary to participate.,Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 16, 2026",Baby Storytime,CENTENNIAL HILLS LIBRARY,11:30am - 12:00pm,"This storytime is for all children ages 0-18 months & their parents. Families will enjoy books, songs, rhymes, & movement activities while building language & literacy skills. Space is limited.",Storytime,Babies
"Thursday July 16, 2026",Puzzle Club,SUMMERLIN LIBRARY,11:30am - 1:30pm,Enjoy puzzles? Come join us for puzzle fun. Intended for adults.,"Arts, Crafts & Hobbies","Seniors, Adults"
"Thursday July 16, 2026",Five & Under Storytime,WINDMILL LIBRARY,11:30am - 12:00pm,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Five & Under Storytime,SUMMERLIN LIBRARY,11:30am - 12:00pm,"Enjoy a fun storytime with a variety of books, sing-a-longs, literacy tips & more.",Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 16, 2026",Pre-K Storytime,SPRING VALLEY LIBRARY,11:30am - 12:15pm,"Children ages 3-5 and their caregivers are welcome to join us for stories, songs, and activities that build early literacy skills.",Education & Literacy • Storytime,Preschoolers
"Thursday July 16, 2026",Meet Up and Eat Up,INDIAN SPRINGS LIBRARY,11:30am - 1:30pm,Join the Indian Springs Library for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Summer of STEAM,INDIAN SPRINGS LIBRARY,11:30am - 12:30pm,"Learn about Science, Technology, Engineering, Art, and Math through fun, short experiments! Every week will feature a different experiment.",Environment & Nature • STEAM,"Tweens, Teens, Kids Page 98 of 193 --footer-line 'The Road' Writing & Movement"
"Thursday July 16, 2026",Summer Workshop,MESQUITE LIBRARY,11:30am - 1:00pm,"Teen and Tween writers will generate their own stories through group interactions, as well as, movement. Grades 6-12.","Books, Poetry & Writing • Entertainment & Theater","Tweens, Teens"
"Thursday July 16, 2026",Music With Minis,CLARK COUNTY LIBRARY,11:30am - 12:00pm,"Join us for an action packed 30 minutes of singing, dancing, jumping, and fun movement activities. This program is for families with children ages 0-5.",Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 16, 2026",Teen Zone,SPRING VALLEY LIBRARY,12:00pm - 5:00pm,"Teens ages 12-17 or grades 6-12 are invited to play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games","Tweens, Teens"
"Thursday July 16, 2026",Meet Up and Eat Up,CLARK COUNTY LIBRARY,12:00pm - 2:00pm,Join Clark County Library Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Meet Up and Eat Up,RAINBOW LIBRARY,12:00pm - 2:00pm,Join Rainbow Library in the children's area for free meals for children under the age of 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",On This Day,CLARK COUNTY LIBRARY,12:00pm - 1:00pm,On this Day history has and will continue to occur.,Education & Literacy • Lectures & Conversations,Adults
"Thursday July 16, 2026",Meet Up and Eat Up,SPRING VALLEY LIBRARY,12:30pm - 2:30pm,Join Spring Valley Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 16, 2026",Meet Up and Eat Up,CENTENNIAL HILLS LIBRARY,12:30pm - 2:00pm,Join Centennial Hills Library in the Bookstore & Vending area for free meals for children ages 3- 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Teens, Preschoolers, Kids"
"Thursday July 16, 2026",High Beginner English (ESL) Class,SAHARA WEST LIBRARY,1:30pm - 3:30pm,Come learn and practice your English skills at a High Beginner level. Students must register before attending.,Education & Literacy,Adults REGISTERED EVENT
"Thursday July 16, 2026",Intro to GarageBand,WEST LAS VEGAS LIBRARY,2:00pm - 3:00pm,Learn the basics of editing with GarageBand in this beginner-friendly session. Perfect for anyone curious about easy editing? No prior experience required!,"Arts, Crafts & Hobbies • Computers & Technology","Teens, Seniors, Adults Page 99 of 193 --footer-line"
"Thursday July 16, 2026",Book Sale,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Thursday July 16, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,2:00pm - 5:00pm,Do you love slime? Come by the library learn about this simple recipe to make the perfect slime.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Thursday July 16, 2026",Take and Make,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Thursday July 16, 2026",Teens Bead: String It Together,WINDMILL LIBRARY,2:00pm - 3:00pm,Design and create your own bracelets using colorful beads. This relaxed and social program is a great way to express your creativity and connect with friends.,"Arts, Crafts & Hobbies",Teens
"Thursday July 16, 2026",Adult Game Retreat,INDIAN SPRINGS LIBRARY,2:00pm - 4:00pm,"While the kids are away, the adults can come play! Bring your own game or play one of ours, but come enjoy our air conditioned space and big tables for some board- and card games!",Games,Adults
"Thursday July 16, 2026",Coloring for Adults,MESQUITE LIBRARY,2:30pm - 3:30pm,Join us for a relaxing session of coloring intricate and meditative designs of various artists. Supplies provided!,"Arts, Crafts & Hobbies","Seniors, Adults"
"Thursday July 16, 2026",Meet Up to Eat Up,WHITNEY LIBRARY,2:30pm - 4:30pm,Join Whitney Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids REGISTERED EVENT 3D Printing Certification Course"
"Thursday July 16, 2026",Rainbow,RAINBOW LIBRARY,2:30pm - 4:00pm,"Learn the basics of using a 3D printer. By taking this course & passing, you will be certified to use any 3D Printing Station at The Library District.",Computers & Technology,"Tweens, Teens, Adults"
"Thursday July 16, 2026",Teen Scene,MESQUITE LIBRARY,3:00pm - 5:00pm,"Looking for a place to hang out, get creative and have fun? Teen Scene is where it's at! Bring your friends, make something awesome, and show off your style. Ages 12-17/Grades 6-12","Arts, Crafts & Hobbies • Games • STEAM","Tweens, Teens Take Better Photos on Your Cell"
"Thursday July 16, 2026",Phone,RAINBOW LIBRARY,3:00pm - 4:00pm,"Improve the way you take photos on your cell phone in this beginner level workshop with professional photographer Victor Esquivel. Learn camera features, angles, lighting, setting up a shot & more.","Arts, Crafts & Hobbies • Community Events","Teens, Seniors, Adults Page 100 of 193 --footer-line"
"Thursday July 16, 2026",Meet Up and Eat Up,ENTERPRISE LIBRARY,3:00pm - 5:00pm,Join Enterprise Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 16, 2026",Reading Buddies,SPRING VALLEY LIBRARY,3:00pm - 5:00pm,Need a little extra help with reading this summer? Kids in grades K-5 are invited to come practice with our teen volunteers! Same-day registration is recommended.,Education & Literacy,Kids
"Thursday July 16, 2026",Snack and Show,CLARK COUNTY LIBRARY,3:00pm - 5:30pm,"A special event for teens ages 12-17, that combines a movie paired with movie inspired snack for a unique experience.",Entertainment & Theater,Teens
"Thursday July 16, 2026",Teens Bead: String It Together,WINDMILL LIBRARY,3:00pm - 4:00pm,Design and create your own bracelets using colorful beads. This relaxed and social program is a great way to express your creativity and connect with friends.,"Arts, Crafts & Hobbies",Teens REGISTERED EVENT
"Thursday July 16, 2026",Bike Share 101,EAST LAS VEGAS LIBRARY,3:30pm - 4:30pm,Join Bike Share 101 to learn the basics of RTC Bike Share and earn a free full day riding pass.,Community Events,Adults
"Thursday July 16, 2026",Family Book Bingo,BLUE DIAMOND LIBRARY,3:30pm - 5:00pm,"Family, come to the library for book bingo! Everyone will receive a free book or an item from the bookstore. Winners will get some cool prizes!",Games,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Adults"
"Thursday July 16, 2026",Game Night,WEST CHARLESTON LIBRARY,3:30pm - 5:30pm,Join us every Thursday from 3:30 pm - 5:30 pm for an exciting time of fun and friendly competition. Hang out and meet fellow teenagers as you challenge your skills in video games and board games.,Games,Teens
"Thursday July 16, 2026",Teen Tech Thursday,WEST LAS VEGAS LIBRARY,3:30pm - 5:30pm,"Students in grades 6-12 are invited to dive into video games, jump into VR worlds, and explore new tech during Teen Tech Thursdays.",Computers & Technology,Teens
"Thursday July 16, 2026",STEAM Activities for Kids,MESQUITE LIBRARY,4:00pm - 5:00pm,"Participate each week in a fun, hands-on Science, Technology, Engineering, Art, or Math activity! Geared towards school-age children (grades K-5).",Computers & Technology • Education & Literacy • STEAM,"Tweens, Kids"
"Thursday July 16, 2026",Living with Wildlife,CENTENNIAL HILLS LIBRARY,4:00pm - 5:00pm,"Each month, the Nevada Department of Wildlife will present a different topic!",Environment & Nature,"Teens, Seniors, Kids, Adults Page 101 of 193 --footer-line"
"Thursday July 16, 2026",Make Your Own Fairy Doors,WHITNEY LIBRARY,4:00pm - 6:00pm,Let your imagination lead the way as we create miniature fairy doors from simple materials to inspire curiosity in the garden or on a shelf.,"Arts, Crafts & Hobbies",Adults
"Thursday July 16, 2026",Doin' Good in the Neighborhood,SUNRISE LIBRARY,4:00pm - 6:00pm,Teens in grades 6-12 can get volunteer hours by helping with library and community projects. Join us for an evening of crafting and community.,"Arts, Crafts & Hobbies • Community Events",Teens REGISTERED EVENT
"Thursday July 16, 2026",DIY Soy Candle Making,WHITNEY LIBRARY,4:00pm - 6:00pm,Discover the art of handcrafting eco-friendly soy-based candles in our immersive workshop!,"Arts, Crafts & Hobbies • Community Events","Seniors, Adults"
"Thursday July 16, 2026",Teen Writing Workshop #2,CENTENNIAL HILLS LIBRARY,4:00pm - 5:00pm,"Are you an aspiring novelist, poet, or someone who loves writing fan fiction? Perfect your craft at our writing workshop.","Books, Poetry & Writing",Teens
"Thursday July 16, 2026",Craftopia,WEST LAS VEGAS LIBRARY,4:00pm - 5:00pm,Join us on Thursday afternoons for an hour of fun crafts and activities that will be enjoyable for the whole family.,"Arts, Crafts & Hobbies","Tweens, Preschoolers, Kids"
"Thursday July 16, 2026",Teen Thursday,SAHARA WEST LIBRARY,4:00pm - 5:30pm,Chat and craft with other teens at the library!,"Arts, Crafts & Hobbies",Teens
"Thursday July 16, 2026",Summer Tutoring,ENTERPRISE LIBRARY,4:00pm - 6:00pm,"Enterprise Library is offering free summer tutoring services for youth in grades K-12. Our tutor can assist with Reading, Writing, and Math!",Education & Literacy,"Tweens, Teens, Kids REGISTERED EVENT"
"Thursday July 16, 2026",Introduction to Podcasting,ENTERPRISE LIBRARY,4:15pm - 5:15pm,Learn the basics of operating podcasting equipment and gain access to our podcasting spaces.,Computers & Technology • Entertainment & Theater,"Seniors, Adults"
"Thursday July 16, 2026",Club STEAM,ENTERPRISE LIBRARY,4:30pm - 5:30pm,Join us at Enterprise Library and put your engineering skills to the ultimate test! For youth in grades K-5th.,STEAM,Kids
"Thursday July 16, 2026",Meet Up and Eat Up,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,Join East Las Vegas Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies Page 102 of 193 --footer-line"
"Thursday July 16, 2026",Teen Thursday,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,"Teens will make a critter of their choice with air dry clay, then paint a canvas with the critters habitat where the critter will be displayed. Ages 12-17","Arts, Crafts & Hobbies",Teens REGISTERED EVENT
"Thursday July 16, 2026",Karaoke Night,RAINBOW LIBRARY,5:00pm - 7:30pm,Join us every third Thursday of the month for Karaoke Night!,Entertainment & Theater,"Teens, Seniors, Kids, Adults"
"Thursday July 16, 2026",Teen Hangout,GOODSPRINGS LIBRARY,5:00pm - 6:45pm,"Teens in grades 6th-12th (ages 12-18) are welcome to hangout in the library to socialize, play games, watch movies, and more.","Arts, Crafts & Hobbies • Entertainment & Theater • Games","Tweens, Teens"
"Thursday July 16, 2026",DJ Workshop,EAST LAS VEGAS LIBRARY,5:00pm - 6:00pm,Only good times learning the basics of mixing on DJ controllers in this workshop. Want to practice what you've learned after or prep for a gig? Use our DJ controllers any day & time our lab is open!,"Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Teens, Seniors, Adults REGISTERED EVENT"
"Thursday July 16, 2026",Solo Recording 101,WEST LAS VEGAS LIBRARY,5:00pm - 6:00pm,"Learn how to go from step zero, to setting up a session, to pressing record in a state-of-the-art facility.","Arts, Crafts & Hobbies • Entertainment & Theater","Teens, Adults"
"Thursday July 16, 2026",Spanish Conversation 2026,WEST LAS VEGAS LIBRARY,5:30pm - 6:30pm,Would you like to practice your Spanish- speaking skills?,Community Events • Education & Literacy,"Teens, Adults"
"Thursday July 16, 2026",Alcoholics Anonymous,LAUGHLIN LIBRARY,5:30pm - 6:30pm,AA is a fellowship of folks who come together to solve their drinking problem. It does not cost anything to attend these meetings. Membership is open to anyone.,Health & Wellness • Lectures & Conversations,"Teens, Seniors, Adults"
"Thursday July 16, 2026",Low Beginner English (ESL) Class,SPRING VALLEY LIBRARY,5:30pm - 7:30pm,Come learn and practice your English skills at a Low Beginner level. Students must register before attending.,Education & Literacy,Adults REGISTERED EVENT
"Thursday July 16, 2026",DJing with Filter Effects,EAST LAS VEGAS LIBRARY,6:00pm - 7:00pm,Learn to use filter effects your mixing and dynamically change your sound. This class is for beginning DJs and space is limited. 15+ years old,"Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Seniors, Adults"
"Thursday July 16, 2026",Karaoke Night,EAST LAS VEGAS LIBRARY,6:00pm - 7:30pm,"Join us every third Thursday for Karaoke Night in El 28! First come, first served. Participants may sing one song at a time and rejoin the queue for additional turns.",Entertainment & Theater,"Teens, Seniors, Adults Page 103 of 193 --footer-line"
"Friday July 17, 2026",Classes,SPRING VALLEY LIBRARY,12:00am - 11:59pm,"We are starting a new round of ESL classes at the Spring Valley Library! Before registering for Adult Learning Program ESL classes, all new students must complete a placement test.",Education & Literacy,Adults Pre-Testing For Sahara West ESL
"Friday July 17, 2026",Classes,SAHARA WEST LIBRARY,12:00am - 11:59pm,"We are starting a new round of ESL classes at the Sahara West Library! Before registering for Adult Learning Program ESL classes, all new students must complete a placement test.",Education & Literacy,Adults
"Friday July 17, 2026",Family Storytime,MESQUITE LIBRARY,10:00am - 11:00am,"Join us for Family Storytime where we will share fun stories, dance, sing, and end with a small craft. For ages 0-5 and their caregivers.",Education & Literacy • Storytime,"Kids, Babies"
"Friday July 17, 2026",Scavenger Hunt,RAINBOW LIBRARY,10:00am - 5:45pm,How good are you at finding things? Come to the kids' area in Rainbow Library at any time of the day to have fun testing your observation skills with our popular scavenger hunt!,Games,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Scavenger Hunt,ENTERPRISE LIBRARY,10:00am - 6:00pm,Join us at Enterprise Library for our Looking for a Legend Scavenger Hunt! An exciting adventure designed to spark kids' love for books! For youth ages 3 to 17 years old.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Friday July 17, 2026",English Conversation Workshop,EAST LAS VEGAS LIBRARY,10:00am - 12:00pm,English conversation practice for adults,Education & Literacy • Lectures & Conversations,"Seniors, Adults"
"Friday July 17, 2026",Preschool Storytime,SUNRISE LIBRARY,10:30am - 11:00am,"Storytime for children ages three to five. Includes stories, songs, and much more to build literacy skills and help children develop a love for books.",Education & Literacy • Storytime,Preschoolers REGISTERED EVENT
"Friday July 17, 2026",Little Books and Little Cooks,WEST CHARLESTON LIBRARY,10:30am - 12:00pm,Join staff from UNR Extension for a parenting education workshop series designed to teach healthy eating and nutrition to preschool children (ages 3-5 years old) and their parents.,Health & Wellness,Preschoolers
"Friday July 17, 2026",Storytime: Pirates,MT. CHARLESTON LIBRARY,10:30am - 11:15am,"Come join us as we read books, sing songs, and play games that stretch our imaginations!",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Family Storytime,GOODSPRINGS LIBRARY,10:30am - 11:00am,"Stories, singing, dancing, and more for kids ages 0-11 and their caregivers.",Storytime,"Toddlers, Preschoolers, Kids, Babies Page 104 of 193 --footer-line CANCELLED EVENT"
"Friday July 17, 2026",Dungeons & Dragons,WEST CHARLESTON LIBRARY,11:00am - 2:00pm,"Join us to play Dungeons & Dragons at the Library! Role play at a staff run table or with your friends. For more information, please call 702.507.3941. No program in DECEMBER 2025 & JUNE 2026.",Games,"Teens, Adults"
"Friday July 17, 2026",American Red Cross Blood Drive,ENTERPRISE LIBRARY,11:00am - 4:30pm,Donate blood by appointment with the American Red Cross.,Health & Wellness,Adults Three Square Senior Community
"Friday July 17, 2026",Lunch & Social Hour,WHITNEY LIBRARY,11:00am - 2:00pm,"Join us for lunch and fun socialization for seniors 60 and over. Meals are on a first come, first served basis, while supplies last.",Community Events • Health & Wellness,Seniors
"Friday July 17, 2026",Baby Time,RAINBOW LIBRARY,11:00am - 11:30am,Spend special time with your baby during this precious storytime. Ages birth to 18 months.,Storytime,Babies
"Friday July 17, 2026",Come & Play,ENTERPRISE LIBRARY,11:00am - 12:00pm,Bring your children for playtime and meet new friends.,Community Events,"Toddlers, Preschoolers, Babies"
"Friday July 17, 2026",Havana Hop with Paige Hernandez,EAST LAS VEGAS LIBRARY,11:00am - 12:00pm,"Learn the basics of hip hop, salsa, and partner dance with adults and children together!",Entertainment & Theater,"Tweens, Preschoolers, Kids"
"Friday July 17, 2026",Play & Learn,EAST LAS VEGAS LIBRARY,11:00am - 12:00pm,For parents/caregivers and children ages 0 to 5 years old. Parents this is the time for you and your child to bond and learn together through play.,Education & Literacy,"Toddlers, Preschoolers, Babies"
"Friday July 17, 2026",Meet Up and Eat Up,SUNRISE LIBRARY,11:00am - 1:00pm,Join Sunrise Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Classical Yoga and Meditation,SPRING VALLEY LIBRARY,11:00am - 12:15pm,"In this session designed by Sadhguru, a yogi, mystic, and visionary, you will learn simple yet powerful yoga postures to balance and stabilize your system.",Health & Wellness,"Seniors, Adults REGISTERED EVENT"
